"日期","最新","开盘","高","低","交易量","百分比变化"
"2005年3月11日","10,785.0","10,854.0","10,877.0","10,763.0","11.65K","-0.54"
"2005年3月10日","10,844.0","10,809.0","10,871.0","10,774.0","30.96K","0.39"
"2005年3月9日","10,802.0","10,916.0","10,946.0","10,794.0","124.96K","-1.05"
"2005年3月8日","10,917.0","10,925.0","10,956.0","10,900.0","86.42K","-0.19"
"2005年3月7日","10,938.0","10,970.0","10,983.0","10,926.0","36.15K","-0.16"
"2005年3月4日","10,956.0","10,825.0","10,971.0","10,824.0","91.68K","1.20"
"2005年3月3日","10,826.0","10,809.0","10,872.0","10,767.0","109.70K","0.13"
"2005年3月2日","10,812.0","10,809.0","10,876.0","10,779.0","112.21K","-0.14"
"2005年3月1日","10,827.0","10,775.0","10,857.0","10,763.0","83.26K","0.45"
"2005年2月28日","10,778.0","10,845.0","10,864.0","10,731.0","85.60K","-0.59"
"2005年2月25日","10,842.0","10,751.0","10,850.0","10,736.0","71.75K","0.85"
"2005年2月24日","10,751.0","10,688.0","10,763.0","10,647.0","97.05K","0.61"
"2005年2月23日","10,686.0","10,618.0","10,705.0","10,610.0","92.60K","0.64"
"2005年2月22日","10,618.0","10,787.0","10,789.0","10,610.0","107.03K","-1.66"
"2005年2月18日","10,797.0","10,761.0","10,798.0","10,731.0","68.38K","0.35"
"2005年2月17日","10,759.0","10,838.0","10,845.0","10,755.0","86.54K","-0.72"
"2005年2月16日","10,837.0","10,841.0","10,860.0","10,785.0","67.53K","-0.01"
"2005年2月15日","10,838.0","10,790.0","10,854.0","10,783.0","74.06K","0.42"
"2005年2月14日","10,793.0","10,813.0","10,819.0","10,777.0","45.83K","-0.12"
"2005年2月11日","10,806.0","10,755.0","10,834.0","10,706.0","91.59K","0.56"
"2005年2月10日","10,746.0","10,668.0","10,767.0","10,668.0","83.19K","0.68"
"2005年2月9日","10,673.0","10,720.0","10,756.0","10,658.0","85.17K","-0.46"
"2005年2月8日","10,722.0","10,698.0","10,742.0","10,692.0","66.81K","0.21"
"2005年2月7日","10,700.0","10,711.0","10,726.0","10,690.0","58.19K","0.05"
"2005年2月4日","10,695.0","10,585.0","10,720.0","10,571.0","87.11K","1.03"
"2005年2月3日","10,586.0","10,577.0","10,597.0","10,544.0","67.60K","0.01"
"2005年2月2日","10,585.0","10,553.0","10,617.0","10,537.0","73.56K","0.41"
"2005年2月1日","10,542.0","10,481.0","10,567.0","10,467.0","67.31K","0.54"
"2005年1月31日","10,485.0","10,481.0","10,507.0","10,452.0","72.68K","0.36"
"2005年1月28日","10,447.0","10,474.0","10,482.0","10,378.0","93.05K","-0.20"
"2005年1月27日","10,468.0","10,480.0","10,499.0","10,424.0","94.30K","-0.19"
"2005年1月26日","10,488.0","10,479.0","10,531.0","10,473.0","86.90K","0.21"
"2005年1月25日","10,466.0","10,392.0","10,510.0","10,391.0","93.27K","0.80"
"2005年1月24日","10,383.0","10,407.0","10,441.0","10,367.0","116.20K","-0.10"
"2005年1月21日","10,393.0","10,481.0","10,512.0","10,383.0","96.71K","-0.76"
"2005年1月20日","10,473.0","10,496.0","10,548.0","10,456.0","114.51K","-0.53"
"2005年1月19日","10,529.0","10,623.0","10,628.0","10,489.0","81.76K","-0.86"
"2005年1月18日","10,620.0","10,560.0","10,635.0","10,504.0","90.50K","0.69"
"2005年1月14日","10,547.0","10,506.0","10,567.0","10,497.0","66.75K","0.43"
"2005年1月13日","10,502.0","10,616.0","10,620.0","10,481.0","100.99K","-0.97"
"2005年1月12日","10,605.0","10,584.0","10,627.0","10,501.0","126.81K","0.45"
"2005年1月11日","10,558.0","10,622.0","10,634.0","10,533.0","101.96K","-0.66"
"2005年1月10日","10,628.0","10,613.0","10,673.0","10,585.0","96.26K","0.27"
"2005年1月7日","10,599.0","10,619.0","10,664.0","10,573.0","110.50K","-0.21"
"2005年1月6日","10,621.0","10,590.0","10,677.0","10,590.0","107.87K","0.32"
"2005年1月5日","10,587.0","10,650.0","10,689.0","10,578.0","116.28K","-0.57"
"2005年1月4日","10,648.0","10,748.0","10,777.0","10,608.0","127.40K","-0.95"
"2005年1月3日","10,750.0","10,781.0","10,876.0","10,711.0","113.28K","-0.17"
"2004年12月31日","10,768.0","10,809.0","10,838.0","10,763.0","19.96K","-0.28"
"2004年12月30日","10,798.0","10,843.0","10,857.0","10,795.0","27.48K","-0.42"
"2004年12月29日","10,844.0","10,867.0","10,875.0","10,801.0","40.20K","-0.20"
"2004年12月28日","10,866.0","10,801.0","10,870.0","10,800.0","36.75K","0.61"
"2004年12月27日","10,800.0","10,839.0","10,878.0","10,790.0","44.44K","-0.30"
"2004年12月23日","10,832.0","10,816.0","10,878.0","10,806.0","38.17K","0.09"
"2004年12月22日","10,822.0","10,761.0","10,839.0","10,752.0","59.29K","0.55"
"2004年12月21日","10,763.0","10,683.0","10,770.0","10,677.0","73.11K","0.73"
"2004年12月20日","10,685.0","10,667.0","10,741.0","10,656.0","80.51K","0.07"
"2004年12月17日","10,677.0","10,715.0","10,738.0","10,643.0","106.75K","-0.35"
"2004年12月16日","10,715.0","10,692.0","10,729.0","10,665.0","5.08K","0.24"
"2004年12月15日","10,689.0","10,674.0","10,711.0","10,637.0","4.89K","0.09"
"2004年12月14日","10,679.0","10,640.0","10,697.0","10,621.0","8.05K","0.28"
"2004年12月13日","10,649.0","10,569.0","10,650.0","10,525.0","7.41K","0.89"
"2004年12月10日","10,555.0","10,554.0","10,580.0","10,518.0","9.88K","0.09"
"2004年12月9日","10,546.0","10,494.0","10,566.0","10,418.0","31.13K","0.37"
"2004年12月8日","10,507.0","10,445.0","10,513.0","10,443.0","98.88K","0.52"
"2004年12月7日","10,453.0","10,545.0","10,575.0","10,441.0","114.48K","-0.85"
"2004年12月6日","10,543.0","10,571.0","10,589.0","10,533.0","74.27K","-0.36"
"2004年12月3日","10,581.0","10,628.0","10,652.0","10,564.0","107.51K","-0.12"
"2004年12月2日","10,594.0","10,585.0","10,639.0","10,550.0","95.58K","0.08"
"2004年12月1日","10,586.0","10,461.0","10,600.0","10,442.0","95.57K","1.29"
"2004年11月30日","10,451.0","10,452.0","10,493.0","10,431.0","99.24K","-0.12"
"2004年11月29日","10,464.0","10,515.0","10,600.0","10,418.0","113.51K","-0.44"
"2004年11月26日","10,510.0","10,552.0","10,561.0","10,501.0","18.71K","-0.11"
"2004年11月24日","10,522.0","10,523.0","10,549.0","10,486.0","60.18K","0.05"
"2004年11月23日","10,517.0","10,499.0","10,522.0","10,442.0","88.50K","0.15"
"2004年11月22日","10,501.0","10,457.0","10,518.0","10,400.0","77.62K","0.22"
"2004年11月19日","10,478.0","10,585.0","10,590.0","10,447.0","92.07K","-1.03"
"2004年11月18日","10,587.0","10,565.0","10,598.0","10,556.0","82.16K","0.12"
"2004年11月17日","10,574.0","10,515.0","10,615.0","10,508.0","91.92K","0.68"
"2004年11月16日","10,503.0","10,560.0","10,560.0","10,481.0","76.24K","-0.56"
"2004年11月15日","10,562.0","10,540.0","10,570.0","10,527.0","81.11K","0.28"
"2004年11月12日","10,532.0","10,475.0","10,543.0","10,460.0","79.07K","0.54"
"2004年11月11日","10,475.0","10,409.0","10,494.0","10,388.0","65.00K","0.68"
"2004年11月10日","10,404.0","10,393.0","10,449.0","10,382.0","90.61K","0.16"
"2004年11月9日","10,387.0","10,393.0","10,428.0","10,366.0","84.74K","-0.10"
"2004年11月8日","10,397.0","10,382.0","10,400.0","10,354.0","79.02K","0.07"
"2004年11月5日","10,390.0","10,293.0","10,412.0","10,280.0","112.99K","0.86"
"2004年11月4日","10,301.0","10,137.0","10,312.0","10,118.0","119.81K","1.58"
"2004年11月3日","10,141.0","10,013.0","10,206.0","10,010.0","130.16K","1.13"
"2004年11月2日","10,028.0","10,039.0","10,125.0","10,000.0","106.67K","-0.14"
"2004年11月1日","10,042.0","10,002.0","10,069.0","9,998.0","74.23K","0.33"
"2004年10月29日","10,009.0","9,996.0","10,037.0","9,977.0","80.80K","0.09"
"2004年10月28日","10,000.0","9,986.0","10,037.0","9,942.0","96.66K","0.13"
"2004年10月27日","9,987.0","9,878.0","10,008.0","9,833.0","119.65K","1.07"
"2004年10月26日","9,881.0","9,767.0","9,886.0","9,741.0","106.15K","1.45"
"2004年10月25日","9,740.0","9,721.0","9,774.0","9,683.0","116.55K","-0.09"
"2004年10月22日","9,749.0","9,860.0","9,879.0","9,741.0","103.18K","-1.16"
"2004年10月21日","9,863.0","9,873.0","9,900.0","9,793.0","118.80K","-0.02"
"2004年10月20日","9,865.0","9,870.0","9,885.0","9,797.0","123.12K","-0.22"
"2004年10月19日","9,887.0","9,959.0","10,012.0","9,877.0","111.89K","-0.58"
"2004年10月18日","9,945.0","9,939.0","9,960.0","9,850.0","87.17K","0.20"
"2004年10月15日","9,925.0","9,891.0","9,974.0","9,882.0","93.33K","0.37"
"2004年10月14日","9,888.0","9,972.0","10,004.0","9,869.0","107.77K","-0.93"
"2004年10月13日","9,981.0","10,098.0","10,125.0","9,948.0","103.09K","-0.86"
"2004年10月12日","10,068.0","10,098.0","10,105.0","10,096.0","75.33K","-0.18"
"2004年10月11日","10,086.0","10,060.0","10,094.0","10,041.0","33.71K","0.47"
"2004年10月8日","10,039.0","10,120.0","10,161.0","10,031.0","88.22K","-0.83"
"2004年10月7日","10,123.0","10,239.0","10,239.0","10,116.0","64.48K","-1.11"
"2004年10月6日","10,237.0","10,183.0","10,242.0","10,154.0","67.23K","0.58"
"2004年10月5日","10,178.0","10,197.0","10,241.0","10,150.0","70.55K","-0.28"
"2004年10月4日","10,207.0","10,194.0","10,266.0","10,190.0","68.22K","0.15"
"2004年10月1日","10,192.0","10,064.0","10,201.0","10,037.0","75.63K","1.26"
"2004年9月30日","10,065.0","10,120.0","10,138.0","10,030.0","83.19K","-0.57"
"2004年9月29日","10,123.0","10,065.0","10,129.0","10,041.0","75.84K","0.58"
"2004年9月28日","10,065.0","9,993.0","10,092.0","9,969.0","84.05K","0.72"
"2004年9月27日","9,993.0","10,063.0","10,066.0","9,977.0","74.13K","-0.54"
"2004年9月24日","10,047.0","10,030.0","10,073.0","10,015.0","62.69K","0.24"
"2004年9月23日","10,023.0","10,091.0","10,107.0","10,019.0","85.89K","-0.68"
"2004年9月22日","10,092.0","10,216.0","10,217.0","10,086.0","89.03K","-1.27"
"2004年9月21日","10,222.0","10,194.0","10,271.0","10,192.0","68.49K","0.24"
"2004年9月20日","10,198.0","10,277.0","10,286.0","10,180.0","84.99K","-0.83"
"2004年9月17日","10,283.0","10,244.0","10,314.0","10,231.0","62.21K","0.29"
"2004年9月16日","10,253.0","10,236.0","10,285.0","10,234.0","4.86K","0.18"
"2004年9月15日","10,235.0","10,325.0","10,328.0","10,232.0","4.12K","-0.92"
"2004年9月14日","10,330.0","10,324.0","10,342.0","10,304.0","5.07K","0.01"
"2004年9月13日","10,329.0","10,300.0","10,349.0","10,296.0","4.46K","0.25"
"2004年9月10日","10,303.0","10,277.0","10,317.0","10,236.0","11.80K","0.23"
"2004年9月9日","10,279.0","10,327.0","10,335.0","10,268.0","24.69K","-0.46"
"2004年9月8日","10,327.0","10,335.0","10,358.0","10,301.0","87.32K","-0.15"
"2004年9月7日","10,342.0","10,301.0","10,363.0","10,284.0","92.66K","0.69"
"2004年9月3日","10,271.0","10,284.0","10,320.0","10,252.0","57.85K","-0.27"
"2004年9月2日","10,299.0","10,172.0","10,306.0","10,155.0","67.74K","1.26"
"2004年9月1日","10,171.0","10,170.0","10,207.0","10,103.0","76.92K","-0.02"
"2004年8月31日","10,173.0","10,127.0","10,175.0","10,073.0","72.43K","0.49"
"2004年8月30日","10,123.0","10,196.0","10,196.0","10,116.0","42.93K","-0.75"
"2004年8月27日","10,200.0","10,167.0","10,211.0","10,164.0","39.24K","0.29"
"2004年8月26日","10,170.0","10,175.0","10,194.0","10,154.0","49.34K","-0.07"
"2004年8月25日","10,177.0","10,100.0","10,201.0","10,065.0","87.73K","0.69"
"2004年8月24日","10,107.0","10,085.0","10,145.0","10,061.0","81.29K","0.26"
"2004年8月23日","10,081.0","10,109.0","10,133.0","10,066.0","77.06K","-0.28"
"2004年8月20日","10,109.0","10,030.0","10,129.0","10,010.0","72.47K","0.66"
"2004年8月19日","10,043.0","10,078.0","10,089.0","9,989.0","83.96K","-0.38"
"2004年8月18日","10,081.0","9,969.0","10,090.0","9,936.0","100.25K","0.99"
"2004年8月17日","9,982.0","9,934.0","10,017.0","9,918.0","76.91K","0.43"
"2004年8月16日","9,939.0","9,820.0","9,963.0","9,790.0","85.36K","1.09"
"2004年8月13日","9,832.0","9,821.0","9,848.0","9,776.0","79.08K","0.14"
"2004年8月12日","9,818.0","9,934.0","9,945.0","9,785.0","100.27K","-1.14"
"2004年8月11日","9,931.0","9,893.0","9,948.0","9,834.0","96.63K","0.14"
"2004年8月10日","9,917.0","9,805.0","9,932.0","9,803.0","83.26K","1.19"
"2004年8月9日","9,800.0","9,802.0","9,844.0","9,792.0","74.39K","0.00"
"2004年8月6日","9,800.0","9,935.0","9,970.0","9,775.0","129.08K","-1.34"
"2004年8月5日","9,933.0","10,101.0","10,122.0","9,927.0","106.47K","-1.70"
"2004年8月4日","10,105.0","10,085.0","10,149.0","10,040.0","96.12K","0.15"
"2004年8月3日","10,090.0","10,152.0","10,161.0","10,083.0","81.73K","-0.74"
"2004年8月2日","10,165.0","10,083.0","10,188.0","10,078.0","91.52K","0.25"
"2004年7月30日","10,140.0","10,126.0","10,159.0","10,071.0","83.26K","0.19"
"2004年7月29日","10,121.0","10,108.0","10,152.0","10,070.0","106.09K","0.11"
"2004年7月28日","10,110.0","10,061.0","10,134.0","9,975.0","128.27K","0.48"
"2004年7月27日","10,062.0","9,956.0","10,087.0","9,949.0","105.68K","1.14"
"2004年7月26日","9,949.0","9,963.0","9,991.0","9,900.0","112.35K","-0.06"
"2004年7月23日","9,955.0","10,007.0","10,020.0","9,916.0","90.90K","-0.61"
"2004年7月22日","10,016.0","10,012.0","10,062.0","9,928.0","114.51K","0.03"
"2004年7月21日","10,013.0","10,174.0","10,226.0","10,002.0","104.56K","-1.52"
"2004年7月20日","10,168.0","10,066.0","10,184.0","10,048.0","87.50K","0.95"
"2004年7月19日","10,072.0","10,143.0","10,167.0","10,048.0","107.22K","-0.64"
"2004年7月16日","10,137.0","10,130.0","10,222.0","10,117.0","86.93K","0.07"
"2004年7月15日","10,130.0","10,207.0","10,218.0","10,119.0","96.72K","-0.65"
"2004年7月14日","10,196.0","10,199.0","10,274.0","10,158.0","102.81K","-0.30"
"2004年7月13日","10,227.0","10,227.0","10,244.0","10,168.0","61.76K","0.02"
"2004年7月12日","10,225.0","10,211.0","10,245.0","10,145.0","80.50K","0.23"
"2004年7月9日","10,202.0","10,183.0","10,225.0","10,176.0","57.84K","0.27"
"2004年7月8日","10,175.0","10,177.0","10,255.0","10,154.0","99.32K","-0.55"
"2004年7月7日","10,231.0","10,204.0","10,260.0","10,174.0","77.15K","0.27"
"2004年7月6日","10,203.0","10,283.0","10,297.0","10,176.0","87.17K","-0.69"
"2004年7月2日","10,274.0","10,304.0","10,320.0","10,247.0","64.25K","-0.25"
"2004年7月1日","10,300.0","10,431.0","10,448.0","10,261.0","106.92K","-1.25"
"2004年6月30日","10,430.0","10,398.0","10,460.0","10,362.0","71.01K","0.30"
"2004年6月29日","10,399.0","10,319.0","10,417.0","10,319.0","68.28K","0.67"
"2004年6月28日","10,330.0","10,402.0","10,461.0","10,313.0","82.78K","-0.48"
"2004年6月25日","10,380.0","10,437.0","10,473.0","10,365.0","57.07K","-0.56"
"2004年6月24日","10,438.0","10,462.0","10,478.0","10,420.0","58.72K","-0.31"
"2004年6月23日","10,470.0","10,389.0","10,477.0","10,346.0","75.80K","0.75"
"2004年6月22日","10,392.0","10,359.0","10,396.0","10,293.0","78.68K","0.37"
"2004年6月21日","10,354.0","10,422.0","10,444.0","10,348.0","56.19K","-0.41"
"2004年6月18日","10,397.0","10,361.0","10,429.0","10,327.0","59.61K","0.17"
"2004年6月17日","10,379.0","10,366.0","10,389.0","10,338.0","6.42K","0.03"
"2004年6月16日","10,376.0","10,389.0","10,422.0","10,355.0","0","-0.16"
"2004年6月15日","10,393.0","10,353.0","10,450.0","10,339.0","0","0.53"
"2004年6月14日","10,338.0","10,385.0","10,396.0","10,308.0","0","-0.62"
"2004年6月11日","10,403.0","10,404.0","10,405.0","10,375.0","0.46K","0.00"
"2004年6月10日","10,403.0","10,371.0","10,413.0","10,371.0","17.99K","0.35"
"2004年6月9日","10,367.0","10,427.0","10,427.0","10,357.0","76.51K","-0.55"
"2004年6月8日","10,424.0","10,376.0","10,429.0","10,346.0","70.46K","0.43"
"2004年6月7日","10,379.0","10,273.0","10,395.0","10,270.0","67.17K","1.26"
"2004年6月4日","10,250.0","10,195.0","10,298.0","10,191.0","72.43K","0.64"
"2004年6月3日","10,185.0","10,254.0","10,282.0","10,178.0","74.22K","-0.76"
"2004年6月2日","10,263.0","10,202.0","10,289.0","10,190.0","71.51K","0.62"
"2004年6月1日","10,200.0","10,202.0","10,210.0","10,128.0","74.93K","0.00"
"2004年5月28日","10,200.0","10,212.0","10,225.0","10,169.0","39.12K","-0.17"
"2004年5月27日","10,217.0","10,116.0","10,224.0","10,114.0","82.81K","0.96"
"2004年5月26日","10,120.0","10,100.0","10,127.0","10,072.0","78.08K","0.09"
"2004年5月25日","10,111.0","9,975.0","10,120.0","9,911.0","97.44K","1.41"
"2004年5月24日","9,970.0","9,995.0","10,046.0","9,925.0","88.92K","0.03"
"2004年5月21日","9,967.0","9,946.0","10,035.0","9,937.0","81.80K","0.13"
"2004年5月20日","9,954.0","9,918.0","9,972.0","9,896.0","82.49K","0.28"
"2004年5月19日","9,926.0","9,960.0","10,092.0","9,905.0","94.70K","-0.31"
"2004年5月18日","9,957.0","9,908.0","9,979.0","9,908.0","78.05K","0.43"
"2004年5月17日","9,914.0","9,993.0","9,993.0","9,853.0","107.14K","-0.83"
"2004年5月14日","9,997.0","9,987.0","10,058.0","9,915.0","115.48K","0.14"
"2004年5月13日","9,983.0","10,048.0","10,067.0","9,958.0","126.32K","-0.70"
"2004年5月12日","10,053.0","9,985.0","10,060.0","9,840.0","143.87K","0.68"
"2004年5月11日","9,985.0","9,961.0","10,024.0","9,949.0","90.59K","0.33"
"2004年5月10日","9,952.0","10,079.0","10,090.0","9,913.0","143.15K","-1.27"
"2004年5月7日","10,080.0","10,223.0","10,263.0","10,065.0","104.93K","-1.39"
"2004年5月6日","10,222.0","10,302.0","10,309.0","10,154.0","86.25K","-0.81"
"2004年5月5日","10,305.0","10,277.0","10,334.0","10,248.0","81.11K","0.26"
"2004年5月4日","10,278.0","10,300.0","10,376.0","10,242.0","84.18K","-0.14"
"2004年5月3日","10,292.0","10,205.0","10,312.0","10,205.0","76.18K","0.87"
"2004年4月30日","10,203.0","10,257.0","10,318.0","10,192.0","98.77K","-0.66"
"2004年4月29日","10,271.0","10,334.0","10,390.0","10,199.0","129.36K","-0.70"
"2004年4月28日","10,343.0","10,466.0","10,471.0","10,313.0","92.13K","-1.18"
"2004年4月27日","10,467.0","10,462.0","10,523.0","10,437.0","94.63K","0.08"
"2004年4月26日","10,459.0","10,441.0","10,496.0","10,400.0","74.64K","0.05"
"2004年4月23日","10,454.0","10,457.0","10,475.0","10,392.0","67.74K","0.21"
"2004年4月22日","10,432.0","10,302.0","10,479.0","10,255.0","106.69K","1.28"
"2004年4月21日","10,300.0","10,280.0","10,316.0","10,226.0","113.72K","0.31"
"2004年4月20日","10,268.0","10,409.0","10,464.0","10,253.0","91.75K","-1.38"
"2004年4月19日","10,412.0","10,429.0","10,435.0","10,375.0","70.25K","-0.25"
"2004年4月16日","10,438.0","10,340.0","10,442.0","10,327.0","75.74K","0.82"
"2004年4月15日","10,353.0","10,389.0","10,415.0","10,302.0","102.46K","-0.26"
"2004年4月14日","10,380.0","10,349.0","10,398.0","10,294.0","98.65K","0.18"
"2004年4月13日","10,361.0","10,501.0","10,559.0","10,339.0","100.16K","-1.33"
