"日期","最新","开盘","高","低","交易量","百分比变化"
"2014年4月29日","7,339.86","7,234.65","7,353.02","7,215.12","7.98K","1.37"
"2014年4月28日","7,240.46","7,324.87","7,353.34","7,233.71","13.50K","-1.14"
"2014年4月25日","7,323.65","7,423.90","7,459.01","7,323.65","11.28K","-1.29"
"2014年4月24日","7,419.44","7,426.28","7,472.04","7,392.15","7.64K","-0.21"
"2014年4月23日","7,434.73","7,388.26","7,470.15","7,379.89","7.58K","0.59"
"2014年4月22日","7,391.22","7,355.63","7,392.88","7,276.72","8.96K","0.51"
"2014年4月21日","7,353.60","7,412.34","7,493.41","7,351.19","8.92K","-1.37"
"2014年4月18日","7,455.74","7,425.84","7,475.72","7,380.73","6.20K","0.06"
"2014年4月17日","7,451.04","7,484.15","7,512.27","7,441.08","6.89K","-0.23"
"2014年4月16日","7,468.46","7,430.61","7,511.00","7,430.23","7.39K","0.25"
"2014年4月15日","7,449.70","7,568.17","7,568.17","7,438.96","12.04K","-1.76"
"2014年4月14日","7,583.28","7,588.61","7,618.57","7,553.49","8.50K","-0.05"
"2014年4月11日","7,586.82","7,543.71","7,611.15","7,528.66","12.78K","0.31"
"2014年4月10日","7,563.20","7,534.02","7,607.48","7,467.19","15.61K","0.69"
"2014年4月9日","7,511.25","7,510.31","7,556.04","7,479.62","9.52K","0.03"
"2014年4月8日","7,508.66","7,334.18","7,526.47","7,323.41","13.01K","1.91"
"2014年4月4日","7,367.80","7,281.34","7,367.80","7,260.13","8.05K","0.96"
"2014年4月3日","7,298.00","7,355.21","7,396.85","7,280.44","9.93K","-0.49"
"2014年4月2日","7,333.59","7,291.73","7,358.36","7,284.12","10.13K","0.72"
"2014年4月1日","7,281.11","7,184.07","7,302.74","7,177.85","7.29K","1.27"
"2014年3月31日","7,189.58","7,219.21","7,279.57","7,146.15","7.62K","0.34"
"2014年3月28日","7,165.57","7,165.47","7,234.45","7,144.07","10.34K","-0.10"
"2014年3月27日","7,173.02","7,230.63","7,276.87","7,154.65","10.18K","-0.98"
"2014年3月26日","7,244.19","7,270.02","7,292.56","7,228.91","7.94K","-0.11"
"2014年3月25日","7,252.35","7,247.11","7,318.75","7,220.72","12.89K","-0.29"
"2014年3月24日","7,273.76","7,237.26","7,308.15","7,180.12","14.15K","0.44"
"2014年3月21日","7,241.57","6,973.09","7,261.27","6,959.25","15.94K","3.48"
"2014年3月20日","6,998.19","7,135.41","7,187.31","6,997.63","10.89K","-2.12"
"2014年3月19日","7,150.12","7,246.06","7,246.06","7,098.70","11.88K","-1.70"
"2014年3月18日","7,273.95","7,347.04","7,357.06","7,266.58","7.65K","-0.91"
"2014年3月17日","7,340.62","7,266.95","7,342.34","7,257.02","8.57K","1.40"
"2014年3月14日","7,239.06","7,287.34","7,317.45","7,205.18","10.86K","-1.10"
"2014年3月13日","7,319.29","7,226.83","7,335.10","7,217.84","11.78K","1.42"
"2014年3月12日","7,217.02","7,187.88","7,291.55","7,139.35","14.78K","0.06"
"2014年3月11日","7,212.57","7,103.30","7,258.69","7,091.30","11.51K","1.32"
"2014年3月10日","7,118.44","7,269.49","7,269.49","7,114.80","12.38K","-2.87"
"2014年3月7日","7,328.48","7,338.75","7,382.14","7,306.05","10.48K","-0.32"
"2014年3月6日","7,352.03","7,282.74","7,374.84","7,186.70","12.51K","0.74"
"2014年3月5日","7,298.13","7,352.72","7,370.63","7,279.30","9.48K","-0.67"
"2014年3月4日","7,347.11","7,390.67","7,390.67","7,272.64","13.01K","-0.61"
"2014年3月3日","7,391.91","7,349.95","7,410.66","7,335.43","11.49K","0.35"
"2014年2月28日","7,365.93","7,181.43","7,366.69","7,174.33","12.24K","2.46"
"2014年2月27日","7,188.74","7,352.59","7,361.15","7,179.17","14.33K","-1.79"
"2014年2月26日","7,319.61","7,271.19","7,349.17","7,226.18","18.85K","0.21"
"2014年2月25日","7,303.94","7,551.00","7,559.80","7,272.34","20.91K","-3.16"
"2014年2月24日","7,542.53","7,697.20","7,697.20","7,465.91","19.77K","-2.68"
"2014年2月21日","7,750.56","7,825.54","7,859.20","7,718.53","13.28K","-1.17"
"2014年2月20日","7,842.12","7,956.92","7,997.02","7,836.27","20.27K","-1.41"
"2014年2月19日","7,953.94","7,837.41","7,967.07","7,816.06","19.14K","1.55"
"2014年2月18日","7,832.47","7,947.42","7,947.42","7,808.15","13.99K","-1.40"
"2014年2月17日","7,943.96","7,922.74","7,947.73","7,866.30","15.91K","0.76"
"2014年2月14日","7,883.75","7,840.96","7,895.39","7,821.63","10.68K","0.34"
"2014年2月13日","7,857.11","7,895.23","7,936.74","7,846.99","14.87K","-0.57"
"2014年2月12日","7,902.08","7,835.06","7,904.83","7,809.94","12.52K","0.82"
"2014年2月11日","7,838.12","7,814.20","7,877.09","7,781.25","16.92K","0.33"
"2014年2月10日","7,812.16","7,655.57","7,827.39","7,651.49","15.84K","2.57"
"2014年2月7日","7,616.57","7,515.09","7,616.57","7,479.56","11.56K","0.58"
"2014年1月30日","7,572.63","7,704.49","7,705.63","7,560.54","9.44K","-1.75"
"2014年1月29日","7,707.59","7,754.18","7,790.02","7,695.27","10.34K","-0.43"
"2014年1月28日","7,740.75","7,773.55","7,810.80","7,679.81","13.99K","-0.15"
"2014年1月27日","7,752.54","7,810.23","7,815.72","7,723.60","21.27K","-1.31"
"2014年1月24日","7,855.14","7,771.58","7,908.89","7,760.20","10.56K","0.86"
"2014年1月23日","7,788.47","7,818.76","7,855.23","7,764.48","8.93K","-0.41"
"2014年1月22日","7,820.45","7,612.19","7,821.07","7,597.44","12.17K","2.99"
"2014年1月21日","7,593.43","7,528.79","7,641.60","7,528.79","6.26K","0.92"
"2014年1月20日","7,524.33","7,526.70","7,573.80","7,477.78","6.63K","-0.27"
"2014年1月17日","7,544.56","7,637.68","7,659.57","7,541.27","7.13K","-1.60"
"2014年1月16日","7,667.22","7,677.98","7,724.40","7,647.28","8.59K","-0.02"
"2014年1月15日","7,668.80","7,660.66","7,697.03","7,614.52","8.25K","0.04"
"2014年1月14日","7,665.77","7,568.60","7,666.52","7,543.37","10.11K","1.23"
"2014年1月13日","7,572.56","7,646.46","7,697.52","7,521.19","8.18K","-0.99"
"2014年1月10日","7,648.04","7,723.74","7,732.04","7,644.92","8.06K","-1.27"
"2014年1月9日","7,746.74","7,774.65","7,875.59","7,740.85","10.51K","-0.71"
"2014年1月8日","7,802.14","7,816.98","7,901.22","7,770.38","8.14K","-0.05"
"2014年1月7日","7,806.31","7,760.96","7,848.36","7,752.56","6.49K","-0.16"
"2014年1月6日","7,818.46","8,013.37","8,013.37","7,790.90","10.01K","-2.61"
"2014年1月3日","8,028.33","8,077.48","8,094.96","7,995.59","9.07K","-1.06"
"2014年1月2日","8,114.39","8,083.77","8,124.56","8,048.27","7.20K","-0.09"
"2013年12月31日","8,121.79","7,968.45","8,129.26","7,959.28","8.32K","1.53"
"2013年12月30日","7,999.30","8,074.69","8,080.70","7,988.90","8.05K","-0.62"
"2013年12月27日","8,048.85","7,911.23","8,092.77","7,893.76","9.14K","1.92"
"2013年12月26日","7,897.32","8,067.29","8,071.73","7,887.37","8.63K","-2.46"
"2013年12月25日","8,096.37","8,038.21","8,119.95","7,997.36","9.79K","0.86"
"2013年12月24日","8,027.43","8,017.25","8,125.49","7,958.37","7.08K","0.47"
"2013年12月23日","7,989.51","7,991.34","8,023.16","7,903.08","7.09K","0.29"
"2013年12月20日","7,966.72","8,169.22","8,175.40","7,966.72","10.69K","-2.22"
"2013年12月19日","8,147.70","8,263.69","8,276.94","8,143.78","7.08K","-1.08"
"2013年12月18日","8,236.95","8,220.33","8,259.08","8,194.00","6.13K","0.29"
"2013年12月17日","8,213.43","8,282.26","8,292.59","8,207.32","6.63K","-0.72"
"2013年12月16日","8,272.67","8,441.11","8,446.34","8,271.86","10.08K","-1.86"
"2013年12月13日","8,429.82","8,323.40","8,467.28","8,317.34","7.29K","0.35"
"2013年12月12日","8,400.65","8,391.76","8,443.79","8,360.77","7.06K","-0.11"
"2013年12月11日","8,409.80","8,496.44","8,497.86","8,365.62","10.40K","-1.69"
"2013年12月10日","8,554.17","8,534.34","8,597.19","8,510.00","13.52K","0.40"
"2013年12月9日","8,519.67","8,562.34","8,593.67","8,487.89","8.72K","-0.08"
"2013年12月6日","8,526.68","8,555.39","8,586.15","8,491.62","9.47K","-0.40"
"2013年12月5日","8,560.79","8,598.42","8,629.20","8,545.04","13.07K","-0.47"
"2013年12月4日","8,600.82","8,482.40","8,648.01","8,460.06","14.70K","1.28"
"2013年12月3日","8,492.52","8,353.79","8,514.92","8,340.21","10.49K","1.38"
"2013年12月2日","8,376.64","8,461.49","8,593.99","8,355.99","17.06K","-1.94"
"2013年11月29日","8,542.61","8,552.18","8,573.35","8,520.11","9.82K","-0.07"
"2013年11月28日","8,548.37","8,471.26","8,630.38","8,463.89","15.05K","1.19"
"2013年11月27日","8,447.46","8,353.08","8,478.31","8,347.81","10.75K","0.98"
"2013年11月26日","8,365.35","8,364.52","8,408.61","8,337.19","8.50K","-0.17"
"2013年11月25日","8,379.55","8,351.83","8,479.57","8,340.33","10.90K","-0.40"
"2013年11月22日","8,413.34","8,496.48","8,508.60","8,405.46","13.73K","-0.69"
"2013年11月21日","8,472.02","8,469.53","8,501.65","8,353.67","15.06K","-0.45"
"2013年11月20日","8,510.68","8,546.40","8,564.21","8,435.77","11.81K","0.58"
"2013年11月19日","8,461.21","8,517.12","8,521.25","8,430.73","11.28K","-0.73"
"2013年11月18日","8,523.75","8,356.91","8,526.70","8,328.86","15.38K","2.62"
"2013年11月15日","8,305.91","8,163.95","8,418.73","8,162.78","13.58K","1.83"
"2013年11月14日","8,156.53","8,131.64","8,162.62","8,054.96","9.18K","0.56"
"2013年11月13日","8,110.99","8,221.13","8,227.99","8,103.49","8.77K","-2.03"
"2013年11月12日","8,279.31","8,179.03","8,298.67","8,167.47","9.84K","1.35"
"2013年11月11日","8,168.67","8,142.39","8,208.91","8,082.24","7.95K","0.16"
"2013年11月8日","8,155.40","8,185.61","8,250.04","8,126.80","9.31K","-1.03"
"2013年11月7日","8,240.25","8,277.89","8,300.76","8,187.05","9.49K","-0.57"
"2013年11月6日","8,287.86","8,409.87","8,434.95","8,285.85","10.68K","-1.94"
"2013年11月5日","8,451.73","8,357.57","8,460.18","8,269.73","10.45K","0.41"
"2013年11月4日","8,416.93","8,493.31","8,524.48","8,395.30","9.04K","-0.41"
"2013年11月1日","8,451.72","8,433.76","8,493.38","8,370.87","11.92K","0.09"
"2013年10月31日","8,444.41","8,516.15","8,549.76","8,428.36","18.28K","-1.27"
"2013年10月30日","8,553.37","8,402.65","8,559.77","8,377.96","17.85K","1.84"
"2013年10月29日","8,398.92","8,352.17","8,504.57","8,214.54","22.64K","0.75"
"2013年10月28日","8,336.68","8,398.25","8,411.81","8,297.66","14.55K","-0.51"
"2013年10月25日","8,379.61","8,488.34","8,570.28","8,325.86","15.53K","-1.26"
"2013年10月24日","8,486.52","8,486.11","8,550.86","8,423.95","12.38K","-0.31"
"2013年10月23日","8,512.96","8,640.80","8,719.63","8,492.69","17.95K","-1.24"
"2013年10月22日","8,619.64","8,727.67","8,744.80","8,596.02","18.33K","-1.37"
"2013年10月21日","8,739.52","8,608.93","8,742.04","8,571.79","15.79K","1.80"
"2013年10月18日","8,584.87","8,529.56","8,629.55","8,493.94","10.17K","0.75"
"2013年10月17日","8,521.20","8,583.93","8,614.95","8,503.85","11.31K","-0.25"
"2013年10月16日","8,542.87","8,664.75","8,690.38","8,499.59","14.53K","-1.81"
"2013年10月15日","8,700.34","8,756.82","8,765.55","8,627.09","13.72K","-0.68"
"2013年10月14日","8,760.10","8,736.76","8,815.75","8,707.32","15.30K","0.25"
"2013年10月11日","8,737.97","8,722.42","8,773.18","8,661.40","16.73K","0.60"
"2013年10月10日","8,685.79","8,684.64","8,727.14","8,605.42","17.05K","0.21"
"2013年10月9日","8,667.77","8,645.63","8,675.59","8,601.97","11.74K","-0.16"
"2013年10月8日","8,681.53","8,505.11","8,707.05","8,461.57","15.53K","1.96"
"2013年9月30日","8,514.57","8,485.65","8,544.74","8,461.66","10.70K","0.50"
"2013年9月27日","8,472.29","8,442.14","8,515.14","8,425.62","11.24K","0.39"
"2013年9月26日","8,439.47","8,578.14","8,612.33","8,415.43","13.69K","-2.02"
"2013年9月25日","8,613.71","8,642.49","8,707.50","8,587.37","15.06K","-0.59"
"2013年9月24日","8,664.80","8,718.16","8,718.27","8,564.83","15.98K","-0.62"
"2013年9月23日","8,719.29","8,503.92","8,722.59","8,503.92","13.18K","2.81"
"2013年9月18日","8,480.74","8,463.02","8,524.34","8,405.23","10.50K","-0.15"
"2013年9月17日","8,493.78","8,652.50","8,652.50","8,493.66","15.10K","-1.91"
"2013年9月16日","8,659.00","8,706.38","8,722.49","8,627.32","14.72K","-0.33"
"2013年9月13日","8,687.54","8,709.05","8,766.70","8,676.59","15.51K","-0.31"
"2013年9月12日","8,714.88","8,648.66","8,766.35","8,627.81","21.37K","0.45"
"2013年9月11日","8,675.62","8,636.71","8,722.39","8,622.26","30.89K","0.45"
"2013年9月10日","8,636.63","8,535.54","8,636.63","8,498.38","23.44K","1.55"
"2013年9月9日","8,504.74","8,334.42","8,537.92","8,319.10","22.77K","2.71"
"2013年9月6日","8,280.33","8,277.14","8,354.31","8,256.11","10.26K","-0.07"
"2013年9月5日","8,286.06","8,352.00","8,364.07","8,274.19","10.70K","-0.71"
"2013年9月4日","8,344.96","8,354.49","8,400.81","8,330.52","14.20K","-0.28"
"2013年9月3日","8,368.04","8,257.46","8,374.31","8,245.01","14.23K","1.51"
"2013年9月2日","8,243.58","8,214.94","8,269.82","8,148.17","13.65K","0.50"
"2013年8月30日","8,202.48","8,197.19","8,290.39","8,163.11","13.19K","-0.15"
"2013年8月29日","8,214.49","8,287.24","8,306.32","8,177.29","9.88K","-0.54"
"2013年8月28日","8,259.38","8,286.89","8,338.29","8,197.40","13.31K","-0.99"
"2013年8月27日","8,341.77","8,325.97","8,352.40","8,280.72","10.34K","0.09"
"2013年8月26日","8,334.57","8,200.16","8,346.70","8,180.28","11.99K","2.06"
"2013年8月23日","8,166.28","8,281.18","8,307.02","8,045.80","13.85K","-0.96"
"2013年8月22日","8,245.04","8,223.30","8,325.77","8,202.05","10.93K","0.11"
"2013年8月21日","8,236.09","8,264.72","8,268.65","8,174.22","13.20K","0.02"
"2013年8月20日","8,234.56","8,269.82","8,357.73","8,192.84","13.35K","-0.62"
"2013年8月19日","8,285.72","8,110.80","8,319.53","8,104.41","14.14K","1.44"
"2013年8月16日","8,168.09","8,204.12","8,476.05","8,152.69","20.71K","-0.74"
"2013年8月15日","8,228.87","8,342.63","8,383.59","8,225.78","10.75K","-1.29"
"2013年8月14日","8,336.81","8,375.03","8,467.78","8,303.41","15.62K","-0.31"
"2013年8月13日","8,362.65","8,353.26","8,366.67","8,290.22","14.12K","0.07"
"2013年8月12日","8,356.73","8,181.95","8,357.82","8,173.76","17.30K","2.59"
"2013年8月9日","8,145.97","8,158.38","8,214.68","8,061.61","12.11K","0.38"
"2013年8月8日","8,114.87","8,090.66","8,170.72","8,065.63","11.26K","0.23"
"2013年8月7日","8,096.09","8,167.10","8,250.87","8,084.05","15.51K","-0.58"
"2013年8月6日","8,143.13","8,033.67","8,170.50","7,980.40","16.08K","1.03"
"2013年8月5日","8,060.39","7,955.38","8,060.39","7,930.46","10.54K","1.24"
"2013年8月2日","7,961.47","8,023.73","8,084.90","7,957.17","11.75K","0.37"
"2013年8月1日","7,931.79","7,819.45","7,967.03","7,789.93","11.49K","2.14"
"2013年7月31日","7,765.40","7,849.55","7,956.41","7,748.30","11.15K","0.46"
"2013年7月30日","7,730.17","7,690.45","7,858.54","7,619.36","11.37K","0.80"
"2013年7月29日","7,668.53","7,772.16","7,772.16","7,639.16","11.54K","-2.23"
"2013年7月26日","7,843.36","7,845.22","7,905.40","7,787.39","11.68K","-0.65"
"2013年7月25日","7,894.60","7,948.95","7,996.63","7,849.13","14.72K","-0.52"
"2013年7月24日","7,935.85","7,945.28","7,995.32","7,817.91","12.58K","-0.35"
"2013年7月23日","7,963.70","7,737.03","7,998.41","7,726.06","13.62K","3.64"
"2013年7月22日","7,684.23","7,608.68","7,717.72","7,566.75","8.94K","0.26"
"2013年7月19日","7,663.99","7,914.27","7,937.63","7,663.99","14.27K","-3.04"
"2013年7月18日","7,904.27","8,026.61","8,064.02","7,887.36","10.07K","-1.98"
"2013年7月17日","8,063.80","8,161.65","8,215.61","8,055.99","12.96K","-1.50"
"2013年7月16日","8,186.68","8,109.85","8,201.08","8,050.15","14.24K","0.60"
"2013年7月15日","8,137.77","8,072.75","8,247.67","8,003.99","14.41K","1.56"
"2013年7月12日","8,012.84","8,171.01","8,218.19","7,999.44","16.86K","-2.10"
"2013年7月11日","8,184.77","7,858.07","8,281.55","7,849.49","23.84K","4.25"
"2013年7月10日","7,851.25","7,609.40","7,851.25","7,584.12","11.86K","3.30"
"2013年7月9日","7,600.47","7,624.13","7,684.22","7,570.54","7.12K","-0.49"
"2013年7月8日","7,637.63","7,741.41","7,811.00","7,634.29","10.46K","-2.79"
"2013年7月5日","7,856.59","7,852.63","7,968.87","7,852.63","12.26K","0.67"
"2013年7月4日","7,804.11","7,641.45","7,901.91","7,597.26","14.83K","1.30"
"2013年7月3日","7,703.74","7,748.59","7,748.59","7,591.58","12.00K","-0.84"
"2013年7月2日","7,768.84","7,720.77","7,796.56","7,652.66","12.11K","0.65"
"2013年7月1日","7,718.48","7,649.30","7,725.92","7,544.77","11.14K","0.31"
"2013年6月28日","7,694.47","7,508.35","7,841.75","7,479.90","11.67K","1.99"
"2013年6月27日","7,544.33","7,598.93","7,712.40","7,544.33","10.19K","-0.29"
"2013年6月26日","7,566.40","7,544.89","7,591.10","7,409.25","10.80K","0.95"
"2013年6月25日","7,495.10","7,486.83","7,582.37","7,045.60","14.51K","-1.23"
"2013年6月24日","7,588.52","8,115.84","8,115.84","7,558.03","12.54K","-6.73"
"2013年6月21日","8,136.05","8,012.92","8,189.70","7,969.96","8.16K","-0.14"
"2013年6月20日","8,147.48","8,369.04","8,388.43","8,138.57","6.95K","-3.25"
"2013年6月19日","8,421.24","8,428.65","8,431.97","8,257.42","8.38K","-0.59"
"2013年6月18日","8,470.86","8,433.51","8,497.65","8,369.20","6.62K","0.79"
"2013年6月17日","8,404.50","8,500.03","8,521.03","8,357.62","6.82K","-0.88"
"2013年6月14日","8,479.46","8,459.05","8,501.72","8,433.28","6.34K","0.56"
"2013年6月13日","8,432.42","8,642.32","8,642.32","8,362.02","8.54K","-3.78"
"2013年6月7日","8,763.61","8,992.26","9,012.16","8,728.49","8.53K","-2.64"
"2013年6月6日","9,001.09","9,105.43","9,147.63","8,995.71","6.95K","-1.56"
"2013年6月5日","9,143.44","9,133.17","9,147.36","9,066.27","5.65K","0.21"
"2013年6月4日","9,124.27","9,254.63","9,254.63","9,091.62","7.02K","-1.37"
"2013年6月3日","9,251.24","9,259.48","9,345.66","9,227.22","6.26K","-0.07"
"2013年5月31日","9,257.95","9,397.31","9,429.54","9,256.95","7.20K","-1.29"
"2013年5月30日","9,379.19","9,388.82","9,427.75","9,340.12","7.35K","-0.27"
"2013年5月29日","9,404.40","9,456.21","9,511.18","9,398.67","10.75K","-0.39"
"2013年5月28日","9,441.69","9,263.83","9,441.69","9,199.41","9.55K","1.96"
"2013年5月27日","9,260.63","9,278.22","9,323.21","9,223.72","6.38K","-0.48"
"2013年5月24日","9,304.86","9,288.05","9,365.30","9,206.83","7.04K","0.42"
"2013年5月23日","9,265.68","9,362.73","9,445.40","9,242.46","9.32K","-1.48"
"2013年5月22日","9,405.06","9,400.79","9,462.02","9,347.93","9.09K","0.02"
"2013年5月21日","9,403.53","9,314.76","9,403.53","9,292.42","9.04K","1.04"
"2013年5月20日","9,307.15","9,274.13","9,396.27","9,255.69","11.05K","0.66"
"2013年5月17日","9,246.28","9,060.53","9,264.21","9,059.25","10.84K","2.04"
"2013年5月16日","9,061.33","8,838.95","9,061.33","8,791.35","8.93K","2.16"
"2013年5月15日","8,869.85","8,823.84","8,888.67","8,808.35","6.38K","0.69"
"2013年5月14日","8,809.08","9,003.47","9,007.22","8,773.80","6.38K","-2.28"
"2013年5月13日","9,014.28","9,080.10","9,110.45","8,975.70","5.70K","-0.63"
"2013年5月10日","9,071.16","9,014.57","9,117.30","8,994.44","5.53K","0.23"
"2013年5月9日","9,050.08","9,071.11","9,101.58","8,959.81","8.34K","-0.27"
"2013年5月8日","9,074.84","9,081.13","9,170.83","9,039.07","7.17K","0.58"
"2013年5月7日","9,022.90","8,974.17","9,072.71","8,940.71","7.56K","0.29"
"2013年5月6日","8,997.08","8,887.22","9,016.42","8,868.53","7.66K","1.69"
"2013年5月3日","8,847.67","8,736.48","8,967.09","8,736.48","8.05K","1.49"
"2013年5月2日","8,718.20","8,643.90","8,726.14","8,597.71","6.82K","0.31"
"2013年4月26日","8,691.39","8,809.19","8,857.89","8,667.58","5.49K","-0.93"
"2013年4月25日","8,772.58","8,870.69","8,941.27","8,758.28","7.77K","-1.56"
"2013年4月24日","8,911.65","8,786.42","8,985.02","8,742.19","8.59K","1.35"
"2013年4月23日","8,793.13","9,055.23","9,055.47","8,783.77","8.34K","-2.92"
"2013年4月22日","9,057.62","9,095.73","9,140.45","9,012.72","8.43K","-0.59"
"2013年4月19日","9,111.19","8,910.43","9,142.90","8,903.70","9.49K","2.51"
"2013年4月18日","8,888.02","8,837.25","8,996.63","8,813.05","6.47K","-0.07"
"2013年4月17日","8,894.37","8,852.78","8,917.69","8,819.96","6.66K","0.47"
"2013年4月16日","8,852.42","8,656.23","8,861.21","8,645.18","7.69K","1.36"
"2013年4月15日","8,733.44","8,792.91","8,818.18","8,694.17","6.74K","-1.15"
"2013年4月12日","8,835.15","8,911.38","8,975.44","8,823.83","5.85K","-0.96"
"2013年4月11日","8,920.71","9,017.61","9,036.95","8,915.71","5.47K","-0.46"
"2013年4月10日","8,962.30","8,994.44","9,006.92","8,891.14","7.24K","-0.34"
"2013年4月9日","8,993.11","8,965.62","9,067.25","8,961.88","7.03K","0.44"
"2013年4月8日","8,953.84","8,828.07","8,960.98","8,748.74","8.55K","-0.12"
"2013年4月3日","8,964.47","9,007.65","9,062.11","8,930.99","5.07K","0.04"
"2013年4月2日","8,960.46","8,974.02","9,112.93","8,928.32","6.39K","0.25"
"2013年4月1日","8,937.75","8,901.64","9,000.20","8,884.17","5.67K","0.54"
"2013年3月29日","8,889.77","8,976.08","8,996.43","8,879.29","5.09K","-0.78"
"2013年3月28日","8,959.26","9,099.48","9,099.48","8,946.17","9.09K","-2.88"
"2013年3月27日","9,225.13","9,220.35","9,357.52","9,168.63","6.33K","-0.02"
"2013年3月26日","9,226.64","9,290.05","9,339.35","9,149.14","7.36K","-0.93"
"2013年3月25日","9,313.13","9,368.89","9,393.48","9,279.95","6.93K","-0.32"
"2013年3月22日","9,343.41","9,319.22","9,371.90","9,285.85","7.43K","0.18"
"2013年3月21日","9,326.29","9,315.86","9,382.91","9,263.52","8.11K","0.09"
"2013年3月20日","9,317.97","9,035.65","9,329.72","9,027.82","11.27K","3.14"
"2013年3月19日","9,034.04","9,013.29","9,081.03","8,930.06","6.84K","0.39"
"2013年3月18日","8,999.02","9,048.36","9,152.30","8,975.63","7.52K","-1.10"
"2013年3月15日","9,099.29","9,087.37","9,312.13","8,937.07","10.17K","0.13"
"2013年3月14日","9,087.25","9,029.84","9,137.55","9,009.01","5.87K","0.15"
"2013年3月13日","9,073.22","9,150.95","9,159.14","9,028.76","7.60K","-0.99"
"2013年3月12日","9,163.64","9,268.17","9,396.41","9,082.58","8.52K","-1.22"
"2013年3月11日","9,277.16","9,256.96","9,340.91","9,155.94","6.60K","-0.09"
"2013年3月8日","9,285.83","9,396.85","9,417.30","9,282.53","7.49K","-1.15"
"2013年3月7日","9,393.69","9,409.20","9,506.29","9,268.48","12.08K","-0.40"
"2013年3月6日","9,431.17","9,396.75","9,444.99","9,342.38","12.11K","0.96"
"2013年3月5日","9,341.35","9,138.50","9,353.25","9,085.36","11.82K","2.21"
"2013年3月4日","9,139.75","9,393.73","9,397.82","9,081.44","17.93K","-5.29"
"2013年3月1日","9,650.14","9,630.87","9,679.44","9,497.71","9.49K","0.09"
"2013年2月28日","9,641.44","9,393.33","9,641.44","9,350.65","11.79K","3.30"
"2013年2月27日","9,333.24","9,241.66","9,375.72","9,232.88","8.13K","1.36"
"2013年2月26日","9,208.03","9,291.88","9,428.77","9,193.93","10.18K","-1.44"
"2013年2月25日","9,342.37","9,399.45","9,449.32","9,305.06","6.82K","-0.24"
"2013年2月22日","9,364.54","9,386.47","9,454.15","9,353.86","7.58K","-0.34"
"2013年2月21日","9,396.11","9,553.76","9,553.76","9,290.19","13.16K","-2.59"
"2013年2月20日","9,645.87","9,548.17","9,646.60","9,510.76","8.70K","0.99"
"2013年2月19日","9,550.93","9,787.04","9,787.04","9,519.74","10.44K","-2.50"
"2013年2月18日","9,795.91","10,036.38","10,049.53","9,765.91","9.71K","-1.93"
"2013年2月8日","9,989.09","9,880.26","10,057.97","9,880.26","8.66K","0.85"
"2013年2月7日","9,904.77","9,896.23","9,934.30","9,782.50","10.45K","-0.18"
"2013年2月6日","9,922.72","9,942.04","9,973.54","9,884.13","10.49K","-0.23"
"2013年2月5日","9,945.98","9,717.56","9,971.64","9,709.60","14.60K","1.90"
"2013年2月4日","9,760.83","9,830.90","9,858.57","9,693.62","17.55K","-0.61"
"2013年2月1日","9,820.29","9,648.92","9,820.83","9,609.84","14.57K","1.58"
"2013年1月31日","9,667.67","9,788.26","9,804.73","9,637.58","12.51K","-1.19"
"2013年1月30日","9,783.84","9,695.41","9,788.47","9,667.68","12.51K","0.82"
"2013年1月29日","9,704.66","9,636.33","9,735.22","9,627.66","15.02K","0.89"
"2013年1月28日","9,618.92","9,361.31","9,618.92","9,361.31","12.78K","2.80"
"2013年1月25日","9,357.13","9,432.61","9,446.00","9,353.39","8.18K","-0.92"
"2013年1月24日","9,444.08","9,540.63","9,736.12","9,385.45","15.05K","-1.09"
"2013年1月23日","9,548.31","9,495.73","9,566.53","9,434.02","10.04K","0.13"
"2013年1月22日","9,536.36","9,591.82","9,623.01","9,456.21","16.05K","-0.28"
"2013年1月21日","9,562.85","9,543.24","9,562.85","9,465.89","10.88K","1.38"
"2013年1月18日","9,432.30","9,358.40","9,475.47","9,286.05","8.73K","1.32"
"2013年1月17日","9,309.23","9,335.05","9,373.41","9,258.58","8.09K","-0.49"
"2013年1月16日","9,355.48","9,359.34","9,438.12","9,232.33","10.37K","-0.28"
"2013年1月15日","9,381.69","9,332.90","9,432.84","9,312.87","12.38K","0.70"
"2013年1月14日","9,316.27","8,981.74","9,330.59","8,976.02","11.21K","3.31"
"2013年1月11日","9,017.73","9,185.17","9,219.18","8,988.30","8.71K","-1.66"
"2013年1月10日","9,170.06","9,151.81","9,262.67","9,121.59","8.44K","0.17"
"2013年1月9日","9,154.87","9,077.50","9,178.83","9,066.82","9.62K","0.49"
"2013年1月8日","9,110.45","9,102.03","9,143.39","9,010.16","8.58K","0.02"
"2013年1月7日","9,108.47","9,073.97","9,132.79","9,033.95","9.15K","0.14"
"2013年1月4日","9,096.07","9,204.11","9,217.01","8,991.74","11.81K","-0.22"
"2012年12月31日","9,116.48","9,042.98","9,119.20","9,007.11","10.91K","0.99"
"2012年12月28日","9,026.99","8,953.34","9,038.62","8,926.97","8.73K","0.97"
"2012年12月27日","8,939.85","8,976.63","9,036.94","8,910.75","10.36K","-0.01"
"2012年12月26日","8,940.68","8,887.39","8,941.11","8,872.50","9.85K","0.55"
"2012年12月25日","8,891.57","8,613.28","8,941.15","8,571.70","14.07K","3.01"
