"日期","最新","开盘","高","低","交易量","百分比变化"
"2004年3月9日","1,437.47","1,441.28","1,446.46","1,429.36","0","-0.25"
"2004年3月8日","1,441.12","1,476.85","1,481.19","1,441.00","0","-2.16"
"2004年3月5日","1,472.99","1,464.89","1,494.29","1,463.32","0","-0.57"
"2004年3月4日","1,481.36","1,466.70","1,481.36","1,464.57","0","1.04"
"2004年3月3日","1,466.09","1,469.77","1,473.28","1,456.87","0","-0.48"
"2004年3月2日","1,473.22","1,487.70","1,494.67","1,473.22","0","-1.09"
"2004年3月1日","1,489.49","1,476.04","1,490.18","1,467.57","0","1.30"
"2004年2月27日","1,470.38","1,479.56","1,485.40","1,459.91","0","-0.46"
"2004年2月26日","1,477.13","1,465.40","1,480.88","1,461.36","0","0.47"
"2004年2月25日","1,470.22","1,465.83","1,474.21","1,461.26","0","0.56"
"2004年2月24日","1,462.05","1,458.38","1,474.04","1,452.49","0","-0.12"
"2004年2月23日","1,463.75","1,488.28","1,489.40","1,454.36","0","-1.24"
"2004年2月20日","1,482.10","1,490.81","1,493.45","1,470.92","0","-0.18"
"2004年2月19日","1,484.80","1,522.39","1,524.09","1,484.80","0","-1.51"
"2004年2月18日","1,507.49","1,509.55","1,515.44","1,501.70","0","0.06"
"2004年2月17日","1,506.57","1,498.70","1,512.17","1,497.54","0","1.49"
"2004年2月13日","1,484.47","1,504.70","1,510.83","1,478.54","0","-1.12"
"2004年2月12日","1,501.34","1,508.19","1,516.21","1,499.43","0","-0.85"
"2004年2月11日","1,514.18","1,498.08","1,514.49","1,491.21","0","0.93"
"2004年2月10日","1,500.29","1,490.69","1,503.83","1,489.90","0","0.63"
"2004年2月9日","1,490.91","1,502.32","1,503.04","1,490.70","0","-0.54"
"2004年2月6日","1,498.95","1,472.02","1,498.95","1,470.31","0","2.32"
"2004年2月5日","1,465.03","1,468.96","1,475.41","1,461.12","0","0.17"
"2004年2月4日","1,462.61","1,473.53","1,482.35","1,461.01","0","-1.96"
"2004年2月3日","1,491.85","1,485.93","1,497.07","1,482.70","0","0.27"
"2004年2月2日","1,487.84","1,497.78","1,507.59","1,481.57","0","-0.35"
"2004年1月30日","1,493.08","1,494.88","1,505.12","1,487.78","0","-0.22"
"2004年1月29日","1,496.40","1,499.84","1,500.80","1,474.13","0","0.32"
"2004年1月28日","1,491.57","1,527.35","1,530.06","1,488.61","0","-1.82"
"2004年1月27日","1,519.23","1,548.64","1,552.54","1,519.20","0","-2.22"
"2004年1月26日","1,553.66","1,526.57","1,553.66","1,522.95","0","1.47"
"2004年1月23日","1,531.21","1,535.41","1,546.69","1,519.74","0","0.05"
"2004年1月22日","1,530.42","1,550.98","1,556.06","1,530.42","0","-1.05"
"2004年1月21日","1,546.60","1,545.53","1,554.89","1,529.40","0","-0.40"
"2004年1月20日","1,552.87","1,558.89","1,559.47","1,541.34","0","-0.05"
"2004年1月16日","1,553.62","1,545.32","1,553.64","1,537.17","0","1.41"
"2004年1月15日","1,532.01","1,524.73","1,545.65","1,515.06","0","-0.13"
"2004年1月14日","1,534.08","1,531.93","1,536.84","1,521.91","0","0.61"
"2004年1月13日","1,524.78","1,540.35","1,541.83","1,513.21","0","-0.97"
"2004年1月12日","1,539.77","1,524.54","1,540.10","1,515.86","0","1.27"
"2004年1月9日","1,520.46","1,516.59","1,541.84","1,512.86","0","-0.67"
"2004年1月8日","1,530.65","1,524.06","1,530.65","1,513.34","0","1.08"
"2004年1月7日","1,514.26","1,498.38","1,514.45","1,491.20","0","0.87"
"2004年1月6日","1,501.26","1,492.41","1,504.47","1,486.59","0","0.31"
"2004年1月5日","1,496.58","1,474.55","1,496.58","1,474.19","0","2.26"
"2004年1月2日","1,463.57","1,474.16","1,479.59","1,458.51","0","-0.30"
"2003年12月31日","1,467.92","1,471.56","1,474.24","1,459.06","0","-0.14"
"2003年12月30日","1,470.01","1,467.74","1,470.38","1,460.67","0","-0.02"
